source,target,edge_type,author_order,weight
author:md5:3f539b823fc0ac01194204490ca11f25,author:md5:7bb84481a815f4c94875a3a579b06cfe,coauthor,,1.0
author:md5:8445755880b1a18ae5c27f1619b61556,author:md5:7bb84481a815f4c94875a3a579b06cfe,coauthor,,1.0
author:md5:89e1641a4b81053781f70091f1848f22,author:md5:301255072902de817c2d61f706f5e9a4,coauthor,,1.0
author:md5:89e1641a4b81053781f70091f1848f22,author:md5:76e14bd7e754580729c3dd4d355381dd,coauthor,,1.0
author:md5:89e1641a4b81053781f70091f1848f22,author:md5:84aec21f71a0fdbe8f415643db9c6253,coauthor,,1.0
author:md5:89e1641a4b81053781f70091f1848f22,author:md5:d44c04145d6acdee65a3928472f2b118,coauthor,,1.0
author:md5:89e1641a4b81053781f70091f1848f22,author:md5:061675b449bf9ee27946e350d87308ca,coauthor,,1.0
author:md5:89e1641a4b81053781f70091f1848f22,author:md5:c74006f76464f540d78cf58526653bec,coauthor,,1.0
author:md5:89e1641a4b81053781f70091f1848f22,author:md5:75551ff19ddfd6ab2af10b4936e5f156,coauthor,,1.0
author:md5:89e1641a4b81053781f70091f1848f22,author:md5:790c6a05ad9e010b943847ab0b475369,coauthor,,1.0
author:md5:89e1641a4b81053781f70091f1848f22,author:md5:21d90b2d42f8401a6625fd147b6a729a,coauthor,,1.0
author:md5:89e1641a4b81053781f70091f1848f22,author:md5:d7472068c596a8031d7a7160af1d794d,coauthor,,1.0
author:md5:89e1641a4b81053781f70091f1848f22,author:md5:7b8bbc544683f0d94c75f607db52b64a,coauthor,,1.0
author:md5:89e1641a4b81053781f70091f1848f22,author:md5:81485099821664aecfaad6ff28ee577f,coauthor,,1.0
author:md5:301255072902de817c2d61f706f5e9a4,author:md5:76e14bd7e754580729c3dd4d355381dd,coauthor,,1.0
author:md5:301255072902de817c2d61f706f5e9a4,author:md5:84aec21f71a0fdbe8f415643db9c6253,coauthor,,1.0
author:md5:301255072902de817c2d61f706f5e9a4,author:md5:d44c04145d6acdee65a3928472f2b118,coauthor,,1.0
author:md5:301255072902de817c2d61f706f5e9a4,author:md5:061675b449bf9ee27946e350d87308ca,coauthor,,1.0
author:md5:301255072902de817c2d61f706f5e9a4,author:md5:c74006f76464f540d78cf58526653bec,coauthor,,1.0
author:md5:301255072902de817c2d61f706f5e9a4,author:md5:75551ff19ddfd6ab2af10b4936e5f156,coauthor,,1.0
author:md5:301255072902de817c2d61f706f5e9a4,author:md5:790c6a05ad9e010b943847ab0b475369,coauthor,,1.0
author:md5:301255072902de817c2d61f706f5e9a4,author:md5:21d90b2d42f8401a6625fd147b6a729a,coauthor,,1.0
author:md5:301255072902de817c2d61f706f5e9a4,author:md5:d7472068c596a8031d7a7160af1d794d,coauthor,,1.0
author:md5:301255072902de817c2d61f706f5e9a4,author:md5:7b8bbc544683f0d94c75f607db52b64a,coauthor,,1.0
author:md5:301255072902de817c2d61f706f5e9a4,author:md5:81485099821664aecfaad6ff28ee577f,coauthor,,1.0
author:md5:76e14bd7e754580729c3dd4d355381dd,author:md5:84aec21f71a0fdbe8f415643db9c6253,coauthor,,1.0
author:md5:76e14bd7e754580729c3dd4d355381dd,author:md5:d44c04145d6acdee65a3928472f2b118,coauthor,,1.0
author:md5:76e14bd7e754580729c3dd4d355381dd,author:md5:061675b449bf9ee27946e350d87308ca,coauthor,,1.0
author:md5:76e14bd7e754580729c3dd4d355381dd,author:md5:c74006f76464f540d78cf58526653bec,coauthor,,1.0
author:md5:76e14bd7e754580729c3dd4d355381dd,author:md5:75551ff19ddfd6ab2af10b4936e5f156,coauthor,,1.0
author:md5:76e14bd7e754580729c3dd4d355381dd,author:md5:790c6a05ad9e010b943847ab0b475369,coauthor,,1.0
author:md5:76e14bd7e754580729c3dd4d355381dd,author:md5:21d90b2d42f8401a6625fd147b6a729a,coauthor,,1.0
author:md5:76e14bd7e754580729c3dd4d355381dd,author:md5:d7472068c596a8031d7a7160af1d794d,coauthor,,1.0
author:md5:76e14bd7e754580729c3dd4d355381dd,author:md5:7b8bbc544683f0d94c75f607db52b64a,coauthor,,1.0
author:md5:76e14bd7e754580729c3dd4d355381dd,author:md5:81485099821664aecfaad6ff28ee577f,coauthor,,1.0
author:md5:84aec21f71a0fdbe8f415643db9c6253,author:md5:d44c04145d6acdee65a3928472f2b118,coauthor,,1.0
author:md5:84aec21f71a0fdbe8f415643db9c6253,author:md5:061675b449bf9ee27946e350d87308ca,coauthor,,1.0
author:md5:84aec21f71a0fdbe8f415643db9c6253,author:md5:c74006f76464f540d78cf58526653bec,coauthor,,1.0
author:md5:84aec21f71a0fdbe8f415643db9c6253,author:md5:75551ff19ddfd6ab2af10b4936e5f156,coauthor,,1.0
author:md5:84aec21f71a0fdbe8f415643db9c6253,author:md5:790c6a05ad9e010b943847ab0b475369,coauthor,,1.0
author:md5:84aec21f71a0fdbe8f415643db9c6253,author:md5:21d90b2d42f8401a6625fd147b6a729a,coauthor,,1.0
author:md5:84aec21f71a0fdbe8f415643db9c6253,author:md5:d7472068c596a8031d7a7160af1d794d,coauthor,,1.0
author:md5:84aec21f71a0fdbe8f415643db9c6253,author:md5:7b8bbc544683f0d94c75f607db52b64a,coauthor,,1.0
author:md5:84aec21f71a0fdbe8f415643db9c6253,author:md5:81485099821664aecfaad6ff28ee577f,coauthor,,1.0
author:md5:d44c04145d6acdee65a3928472f2b118,author:md5:061675b449bf9ee27946e350d87308ca,coauthor,,1.0
author:md5:d44c04145d6acdee65a3928472f2b118,author:md5:c74006f76464f540d78cf58526653bec,coauthor,,1.0
author:md5:d44c04145d6acdee65a3928472f2b118,author:md5:75551ff19ddfd6ab2af10b4936e5f156,coauthor,,1.0
author:md5:d44c04145d6acdee65a3928472f2b118,author:md5:790c6a05ad9e010b943847ab0b475369,coauthor,,1.0
author:md5:d44c04145d6acdee65a3928472f2b118,author:md5:21d90b2d42f8401a6625fd147b6a729a,coauthor,,1.0
author:md5:d44c04145d6acdee65a3928472f2b118,author:md5:d7472068c596a8031d7a7160af1d794d,coauthor,,1.0
author:md5:d44c04145d6acdee65a3928472f2b118,author:md5:7b8bbc544683f0d94c75f607db52b64a,coauthor,,1.0
author:md5:d44c04145d6acdee65a3928472f2b118,author:md5:81485099821664aecfaad6ff28ee577f,coauthor,,1.0
author:md5:061675b449bf9ee27946e350d87308ca,author:md5:c74006f76464f540d78cf58526653bec,coauthor,,1.0
author:md5:061675b449bf9ee27946e350d87308ca,author:md5:75551ff19ddfd6ab2af10b4936e5f156,coauthor,,1.0
author:md5:061675b449bf9ee27946e350d87308ca,author:md5:790c6a05ad9e010b943847ab0b475369,coauthor,,1.0
author:md5:061675b449bf9ee27946e350d87308ca,author:md5:21d90b2d42f8401a6625fd147b6a729a,coauthor,,1.0
author:md5:061675b449bf9ee27946e350d87308ca,author:md5:d7472068c596a8031d7a7160af1d794d,coauthor,,1.0
author:md5:061675b449bf9ee27946e350d87308ca,author:md5:7b8bbc544683f0d94c75f607db52b64a,coauthor,,1.0
author:md5:061675b449bf9ee27946e350d87308ca,author:md5:81485099821664aecfaad6ff28ee577f,coauthor,,1.0
author:md5:c74006f76464f540d78cf58526653bec,author:md5:75551ff19ddfd6ab2af10b4936e5f156,coauthor,,1.0
author:md5:c74006f76464f540d78cf58526653bec,author:md5:790c6a05ad9e010b943847ab0b475369,coauthor,,1.0
author:md5:c74006f76464f540d78cf58526653bec,author:md5:21d90b2d42f8401a6625fd147b6a729a,coauthor,,1.0
author:md5:c74006f76464f540d78cf58526653bec,author:md5:d7472068c596a8031d7a7160af1d794d,coauthor,,1.0
author:md5:c74006f76464f540d78cf58526653bec,author:md5:7b8bbc544683f0d94c75f607db52b64a,coauthor,,1.0
author:md5:c74006f76464f540d78cf58526653bec,author:md5:81485099821664aecfaad6ff28ee577f,coauthor,,1.0
author:md5:75551ff19ddfd6ab2af10b4936e5f156,author:md5:790c6a05ad9e010b943847ab0b475369,coauthor,,1.0
author:md5:75551ff19ddfd6ab2af10b4936e5f156,author:md5:21d90b2d42f8401a6625fd147b6a729a,coauthor,,1.0
author:md5:75551ff19ddfd6ab2af10b4936e5f156,author:md5:d7472068c596a8031d7a7160af1d794d,coauthor,,1.0
author:md5:75551ff19ddfd6ab2af10b4936e5f156,author:md5:7b8bbc544683f0d94c75f607db52b64a,coauthor,,1.0
author:md5:75551ff19ddfd6ab2af10b4936e5f156,author:md5:81485099821664aecfaad6ff28ee577f,coauthor,,1.0
author:md5:790c6a05ad9e010b943847ab0b475369,author:md5:21d90b2d42f8401a6625fd147b6a729a,coauthor,,1.0
author:md5:790c6a05ad9e010b943847ab0b475369,author:md5:d7472068c596a8031d7a7160af1d794d,coauthor,,1.0
author:md5:790c6a05ad9e010b943847ab0b475369,author:md5:7b8bbc544683f0d94c75f607db52b64a,coauthor,,1.0
author:md5:790c6a05ad9e010b943847ab0b475369,author:md5:81485099821664aecfaad6ff28ee577f,coauthor,,1.0
author:md5:21d90b2d42f8401a6625fd147b6a729a,author:md5:d7472068c596a8031d7a7160af1d794d,coauthor,,1.0
author:md5:21d90b2d42f8401a6625fd147b6a729a,author:md5:7b8bbc544683f0d94c75f607db52b64a,coauthor,,1.0
author:md5:21d90b2d42f8401a6625fd147b6a729a,author:md5:81485099821664aecfaad6ff28ee577f,coauthor,,1.0
author:md5:d7472068c596a8031d7a7160af1d794d,author:md5:7b8bbc544683f0d94c75f607db52b64a,coauthor,,1.0
author:md5:d7472068c596a8031d7a7160af1d794d,author:md5:81485099821664aecfaad6ff28ee577f,coauthor,,1.0
author:md5:7b8bbc544683f0d94c75f607db52b64a,author:md5:81485099821664aecfaad6ff28ee577f,coauthor,,1.0
author:md5:ddf0f1b755d12c5588a0d75fecea1cc4,author:md5:16bb642329d7817212ec031041a41512,coauthor,,1.0
author:md5:ddf0f1b755d12c5588a0d75fecea1cc4,author:md5:dec04134de64b6033a8fc1f12b05508b,coauthor,,1.0
author:md5:ddf0f1b755d12c5588a0d75fecea1cc4,author:md5:d8447d7c5c7b44fb0352a570a3d55f41,coauthor,,1.0
author:md5:ddf0f1b755d12c5588a0d75fecea1cc4,author:md5:d4a684e6d9e94e981fe7fbd5cfffb90d,coauthor,,1.0
author:md5:16bb642329d7817212ec031041a41512,author:md5:dec04134de64b6033a8fc1f12b05508b,coauthor,,1.0
author:md5:16bb642329d7817212ec031041a41512,author:md5:d8447d7c5c7b44fb0352a570a3d55f41,coauthor,,1.0
author:md5:16bb642329d7817212ec031041a41512,author:md5:d4a684e6d9e94e981fe7fbd5cfffb90d,coauthor,,1.0
author:md5:dec04134de64b6033a8fc1f12b05508b,author:md5:d8447d7c5c7b44fb0352a570a3d55f41,coauthor,,1.0
author:md5:dec04134de64b6033a8fc1f12b05508b,author:md5:d4a684e6d9e94e981fe7fbd5cfffb90d,coauthor,,1.0
author:md5:d8447d7c5c7b44fb0352a570a3d55f41,author:md5:d4a684e6d9e94e981fe7fbd5cfffb90d,coauthor,,1.0
author:md5:3299b6f753ea5106d7185ab0c7c53e22,author:md5:a59f033e3b99ec217ede1a2710d2df9e,coauthor,,1.0
author:md5:3299b6f753ea5106d7185ab0c7c53e22,author:md5:a14aaa9c13734170a872f01b4bce27ab,coauthor,,1.0
author:md5:3299b6f753ea5106d7185ab0c7c53e22,author:md5:b41552ec9df0a7c640b91a4fcef96a2d,coauthor,,1.0
author:md5:3299b6f753ea5106d7185ab0c7c53e22,author:md5:303b488f63dc917b418b296f37bb4d9d,coauthor,,1.0
author:md5:3299b6f753ea5106d7185ab0c7c53e22,author:md5:64d742f1c4b6b5753252ad73a0ea19ea,coauthor,,1.0
author:md5:3299b6f753ea5106d7185ab0c7c53e22,author:md5:55812956764082037bb765f56486f70e,coauthor,,1.0
author:md5:3299b6f753ea5106d7185ab0c7c53e22,author:md5:0ceb79bfa55976b4d3ecd94f7a02e796,coauthor,,1.0
author:md5:3299b6f753ea5106d7185ab0c7c53e22,author:md5:cefbb655b6b892b5d8dd6a2bd22d5970,coauthor,,1.0
author:md5:3299b6f753ea5106d7185ab0c7c53e22,author:md5:775221b913cfd712e02f9798fabec4c0,coauthor,,1.0
author:md5:a59f033e3b99ec217ede1a2710d2df9e,author:md5:a14aaa9c13734170a872f01b4bce27ab,coauthor,,1.0
author:md5:a59f033e3b99ec217ede1a2710d2df9e,author:md5:b41552ec9df0a7c640b91a4fcef96a2d,coauthor,,1.0
author:md5:a59f033e3b99ec217ede1a2710d2df9e,author:md5:303b488f63dc917b418b296f37bb4d9d,coauthor,,1.0
author:md5:a59f033e3b99ec217ede1a2710d2df9e,author:md5:64d742f1c4b6b5753252ad73a0ea19ea,coauthor,,1.0
author:md5:a59f033e3b99ec217ede1a2710d2df9e,author:md5:55812956764082037bb765f56486f70e,coauthor,,1.0
author:md5:a59f033e3b99ec217ede1a2710d2df9e,author:md5:0ceb79bfa55976b4d3ecd94f7a02e796,coauthor,,1.0
author:md5:a59f033e3b99ec217ede1a2710d2df9e,author:md5:cefbb655b6b892b5d8dd6a2bd22d5970,coauthor,,1.0
author:md5:a59f033e3b99ec217ede1a2710d2df9e,author:md5:775221b913cfd712e02f9798fabec4c0,coauthor,,1.0
author:md5:a14aaa9c13734170a872f01b4bce27ab,author:md5:b41552ec9df0a7c640b91a4fcef96a2d,coauthor,,1.0
author:md5:a14aaa9c13734170a872f01b4bce27ab,author:md5:303b488f63dc917b418b296f37bb4d9d,coauthor,,1.0
author:md5:a14aaa9c13734170a872f01b4bce27ab,author:md5:64d742f1c4b6b5753252ad73a0ea19ea,coauthor,,1.0
author:md5:a14aaa9c13734170a872f01b4bce27ab,author:md5:55812956764082037bb765f56486f70e,coauthor,,1.0
author:md5:a14aaa9c13734170a872f01b4bce27ab,author:md5:0ceb79bfa55976b4d3ecd94f7a02e796,coauthor,,1.0
author:md5:a14aaa9c13734170a872f01b4bce27ab,author:md5:cefbb655b6b892b5d8dd6a2bd22d5970,coauthor,,1.0
author:md5:a14aaa9c13734170a872f01b4bce27ab,author:md5:775221b913cfd712e02f9798fabec4c0,coauthor,,1.0
author:md5:b41552ec9df0a7c640b91a4fcef96a2d,author:md5:64d742f1c4b6b5753252ad73a0ea19ea,coauthor,,1.0
author:md5:b41552ec9df0a7c640b91a4fcef96a2d,author:md5:55812956764082037bb765f56486f70e,coauthor,,1.0
author:md5:b41552ec9df0a7c640b91a4fcef96a2d,author:md5:0ceb79bfa55976b4d3ecd94f7a02e796,coauthor,,1.0
author:md5:b41552ec9df0a7c640b91a4fcef96a2d,author:md5:cefbb655b6b892b5d8dd6a2bd22d5970,coauthor,,1.0
author:md5:b41552ec9df0a7c640b91a4fcef96a2d,author:md5:775221b913cfd712e02f9798fabec4c0,coauthor,,1.0
author:md5:303b488f63dc917b418b296f37bb4d9d,author:md5:64d742f1c4b6b5753252ad73a0ea19ea,coauthor,,1.0
author:md5:303b488f63dc917b418b296f37bb4d9d,author:md5:55812956764082037bb765f56486f70e,coauthor,,1.0
author:md5:303b488f63dc917b418b296f37bb4d9d,author:md5:0ceb79bfa55976b4d3ecd94f7a02e796,coauthor,,1.0
author:md5:303b488f63dc917b418b296f37bb4d9d,author:md5:cefbb655b6b892b5d8dd6a2bd22d5970,coauthor,,1.0
author:md5:303b488f63dc917b418b296f37bb4d9d,author:md5:775221b913cfd712e02f9798fabec4c0,coauthor,,1.0
author:md5:64d742f1c4b6b5753252ad73a0ea19ea,author:md5:55812956764082037bb765f56486f70e,coauthor,,1.0
author:md5:64d742f1c4b6b5753252ad73a0ea19ea,author:md5:0ceb79bfa55976b4d3ecd94f7a02e796,coauthor,,1.0
author:md5:64d742f1c4b6b5753252ad73a0ea19ea,author:md5:cefbb655b6b892b5d8dd6a2bd22d5970,coauthor,,1.0
author:md5:64d742f1c4b6b5753252ad73a0ea19ea,author:md5:775221b913cfd712e02f9798fabec4c0,coauthor,,1.0
author:md5:55812956764082037bb765f56486f70e,author:md5:0ceb79bfa55976b4d3ecd94f7a02e796,coauthor,,1.0
author:md5:55812956764082037bb765f56486f70e,author:md5:cefbb655b6b892b5d8dd6a2bd22d5970,coauthor,,1.0
author:md5:55812956764082037bb765f56486f70e,author:md5:775221b913cfd712e02f9798fabec4c0,coauthor,,1.0
author:md5:0ceb79bfa55976b4d3ecd94f7a02e796,author:md5:cefbb655b6b892b5d8dd6a2bd22d5970,coauthor,,1.0
author:md5:0ceb79bfa55976b4d3ecd94f7a02e796,author:md5:775221b913cfd712e02f9798fabec4c0,coauthor,,1.0
author:md5:cefbb655b6b892b5d8dd6a2bd22d5970,author:md5:775221b913cfd712e02f9798fabec4c0,coauthor,,1.0
author:md5:ec17818e4ee819dc9591a342ba0247a9,author:md5:3244b843408915ba231ba83b240cd364,coauthor,,1.0
author:md5:ec17818e4ee819dc9591a342ba0247a9,author:md5:c71a05b3861da2432cf9707300baff4c,coauthor,,1.0
author:md5:ec17818e4ee819dc9591a342ba0247a9,author:md5:cf49d3c6057987e6903a4e7af278fe39,coauthor,,1.0
author:md5:ec17818e4ee819dc9591a342ba0247a9,author:md5:6ada640813e4d93fa85e19522be49045,coauthor,,1.0
author:md5:ec17818e4ee819dc9591a342ba0247a9,author:md5:01c4a1a3c01c90094d2b80dc8fdc7270,coauthor,,1.0
author:md5:3244b843408915ba231ba83b240cd364,author:md5:c71a05b3861da2432cf9707300baff4c,coauthor,,1.0
author:md5:3244b843408915ba231ba83b240cd364,author:md5:cf49d3c6057987e6903a4e7af278fe39,coauthor,,1.0
author:md5:3244b843408915ba231ba83b240cd364,author:md5:6ada640813e4d93fa85e19522be49045,coauthor,,1.0
author:md5:3244b843408915ba231ba83b240cd364,author:md5:01c4a1a3c01c90094d2b80dc8fdc7270,coauthor,,1.0
author:md5:c71a05b3861da2432cf9707300baff4c,author:md5:cf49d3c6057987e6903a4e7af278fe39,coauthor,,1.0
author:md5:c71a05b3861da2432cf9707300baff4c,author:md5:6ada640813e4d93fa85e19522be49045,coauthor,,1.0
author:md5:c71a05b3861da2432cf9707300baff4c,author:md5:01c4a1a3c01c90094d2b80dc8fdc7270,coauthor,,1.0
author:md5:cf49d3c6057987e6903a4e7af278fe39,author:md5:6ada640813e4d93fa85e19522be49045,coauthor,,1.0
author:md5:cf49d3c6057987e6903a4e7af278fe39,author:md5:01c4a1a3c01c90094d2b80dc8fdc7270,coauthor,,1.0
author:md5:6ada640813e4d93fa85e19522be49045,author:md5:01c4a1a3c01c90094d2b80dc8fdc7270,coauthor,,1.0
author:md5:16bb642329d7817212ec031041a41512,author:md5:9e6bd29daf40e16bd114e5f25f7b223d,coauthor,,1.0
author:md5:16bb642329d7817212ec031041a41512,author:md5:303b488f63dc917b418b296f37bb4d9d,coauthor,,1.0
author:md5:16bb642329d7817212ec031041a41512,author:md5:1d71807d254ce367aef5183f6ae74b4e,coauthor,,1.0
author:md5:16bb642329d7817212ec031041a41512,author:md5:5cb106825ecea61e71f62ab222a171c0,coauthor,,1.0
author:md5:16bb642329d7817212ec031041a41512,author:md5:eea4ab9441c0d824a3ea99a76bc6699e,coauthor,,1.0
author:md5:16bb642329d7817212ec031041a41512,author:md5:9221fa33fde06ea56bdc4e3989b3a8f6,coauthor,,1.0
author:md5:16bb642329d7817212ec031041a41512,author:md5:d13b96f65298f92bb4cc6dec51ccb581,coauthor,,1.0
author:md5:9e6bd29daf40e16bd114e5f25f7b223d,author:md5:303b488f63dc917b418b296f37bb4d9d,coauthor,,1.0
author:md5:9e6bd29daf40e16bd114e5f25f7b223d,author:md5:1d71807d254ce367aef5183f6ae74b4e,coauthor,,1.0
author:md5:9e6bd29daf40e16bd114e5f25f7b223d,author:md5:5cb106825ecea61e71f62ab222a171c0,coauthor,,1.0
author:md5:9e6bd29daf40e16bd114e5f25f7b223d,author:md5:ddf0f1b755d12c5588a0d75fecea1cc4,coauthor,,1.0
author:md5:9e6bd29daf40e16bd114e5f25f7b223d,author:md5:eea4ab9441c0d824a3ea99a76bc6699e,coauthor,,1.0
author:md5:9e6bd29daf40e16bd114e5f25f7b223d,author:md5:9221fa33fde06ea56bdc4e3989b3a8f6,coauthor,,1.0
author:md5:9e6bd29daf40e16bd114e5f25f7b223d,author:md5:d13b96f65298f92bb4cc6dec51ccb581,coauthor,,1.0
author:md5:9e6bd29daf40e16bd114e5f25f7b223d,author:md5:d4a684e6d9e94e981fe7fbd5cfffb90d,coauthor,,1.0
author:md5:303b488f63dc917b418b296f37bb4d9d,author:md5:1d71807d254ce367aef5183f6ae74b4e,coauthor,,1.0
author:md5:303b488f63dc917b418b296f37bb4d9d,author:md5:5cb106825ecea61e71f62ab222a171c0,coauthor,,1.0
author:md5:303b488f63dc917b418b296f37bb4d9d,author:md5:ddf0f1b755d12c5588a0d75fecea1cc4,coauthor,,1.0
author:md5:303b488f63dc917b418b296f37bb4d9d,author:md5:eea4ab9441c0d824a3ea99a76bc6699e,coauthor,,1.0
author:md5:303b488f63dc917b418b296f37bb4d9d,author:md5:9221fa33fde06ea56bdc4e3989b3a8f6,coauthor,,1.0
author:md5:303b488f63dc917b418b296f37bb4d9d,author:md5:d13b96f65298f92bb4cc6dec51ccb581,coauthor,,1.0
author:md5:1d71807d254ce367aef5183f6ae74b4e,author:md5:5cb106825ecea61e71f62ab222a171c0,coauthor,,1.0
author:md5:1d71807d254ce367aef5183f6ae74b4e,author:md5:ddf0f1b755d12c5588a0d75fecea1cc4,coauthor,,1.0
author:md5:1d71807d254ce367aef5183f6ae74b4e,author:md5:eea4ab9441c0d824a3ea99a76bc6699e,coauthor,,1.0
author:md5:1d71807d254ce367aef5183f6ae74b4e,author:md5:9221fa33fde06ea56bdc4e3989b3a8f6,coauthor,,1.0
author:md5:1d71807d254ce367aef5183f6ae74b4e,author:md5:d13b96f65298f92bb4cc6dec51ccb581,coauthor,,1.0
author:md5:1d71807d254ce367aef5183f6ae74b4e,author:md5:d4a684e6d9e94e981fe7fbd5cfffb90d,coauthor,,1.0
author:md5:5cb106825ecea61e71f62ab222a171c0,author:md5:ddf0f1b755d12c5588a0d75fecea1cc4,coauthor,,1.0
author:md5:5cb106825ecea61e71f62ab222a171c0,author:md5:eea4ab9441c0d824a3ea99a76bc6699e,coauthor,,1.0
author:md5:5cb106825ecea61e71f62ab222a171c0,author:md5:9221fa33fde06ea56bdc4e3989b3a8f6,coauthor,,1.0
author:md5:5cb106825ecea61e71f62ab222a171c0,author:md5:d13b96f65298f92bb4cc6dec51ccb581,coauthor,,1.0
author:md5:5cb106825ecea61e71f62ab222a171c0,author:md5:d4a684e6d9e94e981fe7fbd5cfffb90d,coauthor,,1.0
author:md5:ddf0f1b755d12c5588a0d75fecea1cc4,author:md5:eea4ab9441c0d824a3ea99a76bc6699e,coauthor,,1.0
author:md5:ddf0f1b755d12c5588a0d75fecea1cc4,author:md5:9221fa33fde06ea56bdc4e3989b3a8f6,coauthor,,1.0
author:md5:ddf0f1b755d12c5588a0d75fecea1cc4,author:md5:d13b96f65298f92bb4cc6dec51ccb581,coauthor,,1.0
author:md5:eea4ab9441c0d824a3ea99a76bc6699e,author:md5:9221fa33fde06ea56bdc4e3989b3a8f6,coauthor,,1.0
author:md5:eea4ab9441c0d824a3ea99a76bc6699e,author:md5:d13b96f65298f92bb4cc6dec51ccb581,coauthor,,1.0
author:md5:eea4ab9441c0d824a3ea99a76bc6699e,author:md5:d4a684e6d9e94e981fe7fbd5cfffb90d,coauthor,,1.0
author:md5:9221fa33fde06ea56bdc4e3989b3a8f6,author:md5:d13b96f65298f92bb4cc6dec51ccb581,coauthor,,1.0
author:md5:9221fa33fde06ea56bdc4e3989b3a8f6,author:md5:d4a684e6d9e94e981fe7fbd5cfffb90d,coauthor,,1.0
author:md5:d13b96f65298f92bb4cc6dec51ccb581,author:md5:d4a684e6d9e94e981fe7fbd5cfffb90d,coauthor,,1.0
